"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.00154028790037219,11,647,4.98733800974914,"GO:0048812 neuron projection morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048812"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  DIP2B  ABI1  EPB41L3  BHLHB9  PARD3"
0.00177021361592106,11,662,4.87433186149198,"GO:0120039 plasma membrane bounded cell projection morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0120039"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  DIP2B  ABI1  EPB41L3  BHLHB9  PARD3"
0.00177162546297954,11,667,4.83779264214047,"GO:0048858 cell projection morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0048858"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  DIP2B  ABI1  EPB41L3  BHLHB9  PARD3"
0.00189847156865757,7,240,8.55592948717949,"GO:0007163 establishment or maintenance of cell polarity "," http://amigo.geneontology.org/amigo/term/GO:0007163"," PARD3  DCTN1  ILK  RAB11FIP2  MYO18A  MAP7  CDC42BPB"
0.0020264452479403,11,686,4.70380130074008,"GO:0032990 cell part morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0032990"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  DIP2B  ABI1  EPB41L3  BHLHB9  PARD3"
0.00293859338815056,13,1001,3.80969030969031,"GO:0031175 neuron projection development "," http://amigo.geneontology.org/amigo/term/GO:0031175"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  PSD  DIP2B  ABI1  EPB41L3  BTBD8  BHLHB9  PARD3"
0.00324495806246026,14,1169,3.5131275909719,"GO:0048666 neuron development "," http://amigo.geneontology.org/amigo/term/GO:0048666"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  PSD  DIP2B  ABI1  SCYL1  EPB41L3  BTBD8  BHLHB9  PARD3"
0.00463644637302211,10,634,4.62691094394564,"GO:0006897 endocytosis "," http://amigo.geneontology.org/amigo/term/GO:0006897"," MIB1  AP2M1  AP2A1  AP2B1  AP2S1  AP3B2  VTN  BTBD8  MYO18A  DOCK1"
0.00463644637302211,11,769,4.1961088326498,"GO:0030036 actin cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0030036"," NCKAP1  EPB41L3  CDC42BPA  ADD3  SYNPO2  CDC42BPB  AGAP2  CYFIP2  ABI1  MYO18A  TAOK1"
0.00510119239370009,5,124,11.8284739454094,"GO:0018107 peptidyl-threonine phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0018107"," CSNK2A2  CSNK2A1  CDC42BPA  CDC42BPB  PARD3"
0.0051046496768991,17,1757,2.83829517096449,"GO:0022008 neurogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022008"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  PSD  DIP2B  MIB1  VTN  ABI1  SCYL1  ILK  EPB41L3  PARD3  BTBD8  BHLHB9"
0.0051046496768991,11,789,4.08974358974359,"GO:0032989 cellular component morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0032989"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  DIP2B  ABI1  EPB41L3  BHLHB9  PARD3"
0.00539409981312666,5,133,11.0280508964719,"GO:0018210 peptidyl-threonine modification "," http://amigo.geneontology.org/amigo/term/GO:0018210"," CSNK2A2  CSNK2A1  CDC42BPA  CDC42BPB  PARD3"
0.00539409981312666,16,1606,2.92250215537887,"GO:0030030 cell projection organization "," http://amigo.geneontology.org/amigo/term/GO:0030030"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  PSD  DIP2B  KIF3B  ABI1  ILK  DCTN1  EPB41L3  BTBD8  BHLHB9  PARD3"
0.00539409981312666,17,1782,2.79847621514288,"GO:0034613 cellular protein localization "," http://amigo.geneontology.org/amigo/term/GO:0034613"," CSNK2A2  DNAJA1  MACF1  AP2B1  AP2S1  AP1B1  AP3B2  NUP98  AP3B1  AP2M1  RIMS2  AP2A1  RAPGEF2  EPB41L3  AFDN  MAP7  PARD3"
0.00539409981312666,17,1791,2.78441352059443,"GO:0070727 cellular macromolecule localization "," http://amigo.geneontology.org/amigo/term/GO:0070727"," CSNK2A2  DNAJA1  MACF1  AP2B1  AP2S1  AP1B1  AP3B2  NUP98  AP3B1  AP2M1  RIMS2  AP2A1  RAPGEF2  EPB41L3  AFDN  MAP7  PARD3"
0.00539409981312666,4,67,17.5132032146957,"GO:0099072 regulation of postsynaptic membrane neurotransmitter receptor levels "," http://amigo.geneontology.org/amigo/term/GO:0099072"," AP2B1  AP2S1  AP2M1  AP2A1"
0.00550598254180641,15,1449,3.03670966714445,"GO:0030182 neuron differentiation "," http://amigo.geneontology.org/amigo/term/GO:0030182"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  PSD  DIP2B  MIB1  ABI1  SCYL1  EPB41L3  BTBD8  BHLHB9  PARD3"
0.00563017321717892,6,220,8.00034965034965,"GO:0010810 regulation of cell-substrate adhesion "," http://amigo.geneontology.org/amigo/term/GO:0010810"," MACF1  LIMS1  SLK  VTN  ILK  DOCK1"
0.00563017321717892,6,219,8.03688092729189,"GO:0045216 cell-cell junction organization "," http://amigo.geneontology.org/amigo/term/GO:0045216"," TJP2  LIMS1  CCM2  AFDN  EPB41L3  PARD3"
0.00619201764904314,12,986,3.57013574660633,"GO:0007017 microtubule-based process "," http://amigo.geneontology.org/amigo/term/GO:0007017"," KIF3B  AP3B2  MAP7D1  MACF1  AP3B1  MAP7  KIF21A  PARD3  DCTN1  DNAJA1  SLK  TAOK1"
0.00628987324200819,4,75,15.6451282051282,"GO:0001885 endothelial cell development "," http://amigo.geneontology.org/amigo/term/GO:0001885"," TJP2  CCM2  RAPGEF2  AFDN"
0.0064721161197435,7,330,6.22249417249417,"GO:0022604 regulation of cell morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022604"," LIMS1  RIMS2  ILK  DOCK1  EPB41L3  MACF1  BHLHB9"
0.00687450533331845,16,1684,2.78713685364517,"GO:0006468 protein phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0006468"," CSNK2A2  CSNK2A1  CDC42BPA  TAOK1  CAMKV  CDC42BPB  SLK  VTN  RAPGEF2  AGAP2  ABI1  ILK  SYNPO2  SCYL1  DNAJA1  PARD3"
0.00687450533331845,11,857,3.76523651377794,"GO:0030029 actin filament-based process "," http://amigo.geneontology.org/amigo/term/GO:0030029"," NCKAP1  EPB41L3  CDC42BPA  ADD3  SYNPO2  CDC42BPB  AGAP2  CYFIP2  ABI1  MYO18A  TAOK1"
0.00719623823292756,8,457,5.13516243056724,"GO:0034329 cell junction assembly "," http://amigo.geneontology.org/amigo/term/GO:0034329"," MACF1  SLK  RAPGEF2  AFDN  LIMS1  EPB41L3  PARD3  BHLHB9"
0.00719623823292756,4,82,14.3095684803002,"GO:0036465 synaptic vesicle recycling "," http://amigo.geneontology.org/amigo/term/GO:0036465"," AP3B2  AP3B1  AP2M1  BTBD8"
0.00719623823292756,2,6,97.7820512820513,"GO:0036466 synaptic vesicle recycling via endosome "," http://amigo.geneontology.org/amigo/term/GO:0036466"," AP3B1  BTBD8"
0.00719623823292756,16,1709,2.74636539586803,"GO:0046907 intracellular transport "," http://amigo.geneontology.org/amigo/term/GO:0046907"," CSNK2A2  AP3B2  AP3B1  DCTN1  AGAP2  AP2B1  AP2S1  AP1B1  KIF3B  NUP98  AP2M1  RIMS2  BTBD8  AP2A1  PIP4K2A  PARD3"
0.00719623823292756,15,1522,2.89105933488325,"GO:0048699 generation of neurons "," http://amigo.geneontology.org/amigo/term/GO:0048699"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  PSD  DIP2B  MIB1  ABI1  SCYL1  EPB41L3  BTBD8  BHLHB9  PARD3"
0.0073657781258478,4,83,14.1371640407785,"GO:0010770 positive regulation of cell morphogenesis involved in differentiation "," http://amigo.geneontology.org/amigo/term/GO:0010770"," LIMS1  ILK  DOCK1  BHLHB9"
0.00771543777294777,4,85,13.8045248868778,"GO:0006900 vesicle budding from membrane "," http://amigo.geneontology.org/amigo/term/GO:0006900"," AP3B2  AP3B1  AP2M1  MYO18A"
0.00771543777294777,14,1375,2.9867972027972,"GO:0018193 peptidyl-amino acid modification "," http://amigo.geneontology.org/amigo/term/GO:0018193"," CSNK2A2  CSNK2A1  NAA10  CDC42BPA  NMT2  CAMKV  CDC42BPB  DEK  VTN  ABI1  DIP2B  SCYL1  ILK  PARD3"
0.0082670360508797,15,1563,2.81522220581722,"GO:0120036 plasma membrane bounded cell projection organization "," http://amigo.geneontology.org/amigo/term/GO:0120036"," NCKAP1  TAOK1  RAPGEF2  MACF1  RIMS2  CYFIP2  PSD  DIP2B  KIF3B  ABI1  DCTN1  EPB41L3  BTBD8  BHLHB9  PARD3"
0.00839887114094788,2,7,83.8131868131868,"GO:0035652 clathrin-coated vesicle cargo loading "," http://amigo.geneontology.org/amigo/term/GO:0035652"," AP3B2  AP3B1"
0.00839887114094788,2,7,83.8131868131868,"GO:0035654 clathrin-coated vesicle cargo loading AP-3-mediated "," http://amigo.geneontology.org/amigo/term/GO:0035654"," AP3B2  AP3B1"
0.0101255758418462,15,1602,2.74668683376549,"GO:0016477 cell migration "," http://amigo.geneontology.org/amigo/term/GO:0016477"," NCKAP1  DOCK1  SRGAP3  SRGAP1  VTN  MACF1  AIMP1  SYNPO2  SLK  ILK  CDC42BPB  AFDN  CDC42BPA  MYO18A  RAPGEF2"
0.0106357560490953,11,934,3.45482622302751,"GO:0006886 intracellular protein transport "," http://amigo.geneontology.org/amigo/term/GO:0006886"," CSNK2A2  AP2B1  AP2S1  AP1B1  AP3B2  NUP98  AP3B1  AP2M1  RIMS2  AP2A1  PARD3"
0.0106357560490953,17,1994,2.50094514312167,"GO:0016310 phosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0016310"," CSNK2A2  CSNK2A1  CDC42BPA  TAOK1  CAMKV  CDC42BPB  SLK  VTN  RAPGEF2  AGAP2  ABI1  ILK  SYNPO2  SCYL1  PIP4K2A  DNAJA1  PARD3"
0.0106357560490953,16,1806,2.59885850583525,"GO:0048870 cell motility "," http://amigo.geneontology.org/amigo/term/GO:0048870"," NCKAP1  DOCK1  SRGAP3  SRGAP1  VTN  MACF1  AIMP1  SYNPO2  SLK  DNAJA1  ILK  CDC42BPB  AFDN  CDC42BPA  MYO18A  RAPGEF2"
0.0106357560490953,16,1806,2.59885850583525,"GO:0051674 localization of cell "," http://amigo.geneontology.org/amigo/term/GO:0051674"," NCKAP1  DOCK1  SRGAP3  SRGAP1  VTN  MACF1  AIMP1  SYNPO2  SLK  DNAJA1  ILK  CDC42BPB  AFDN  CDC42BPA  MYO18A  RAPGEF2"
0.01091847232823,6,274,6.42363840539023,"GO:0006898 receptor-mediated endocytosis "," http://amigo.geneontology.org/amigo/term/GO:0006898"," AP2M1  AP2A1  AP2B1  AP2S1  VTN  BTBD8"
0.0113414463590784,5,179,8.19402664374731,"GO:0031503 protein-containing complex localization "," http://amigo.geneontology.org/amigo/term/GO:0031503"," AP2B1  AP2S1  AP2M1  AP2A1  KIF3B"
0.0122366580827153,4,102,11.5037707390649,"GO:0010769 regulation of cell morphogenesis involved in differentiation "," http://amigo.geneontology.org/amigo/term/GO:0010769"," LIMS1  ILK  DOCK1  BHLHB9"
0.0122366580827153,2,9,65.1880341880342,"GO:0099532 synaptic vesicle endosomal processing "," http://amigo.geneontology.org/amigo/term/GO:0099532"," AP3B1  BTBD8"
0.0133138509697002,3,44,20.0008741258741,"GO:1900026 positive regulation of substrate adhesion-dependent cell spreading "," http://amigo.geneontology.org/amigo/term/GO:1900026"," LIMS1  ILK  DOCK1"
0.0145451805593897,2,10,58.6692307692308,"GO:0070142 synaptic vesicle budding "," http://amigo.geneontology.org/amigo/term/GO:0070142"," AP3B2  AP3B1"
0.0156418692371524,3,47,18.7242225859247,"GO:0047496 vesicle transport along microtubule "," http://amigo.geneontology.org/amigo/term/GO:0047496"," AP3B2  AP3B1  KIF3B"
0.0162995140304808,6,303,5.80883472962681,"GO:0072659 protein localization to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0072659"," MACF1  RAPGEF2  AP2M1  EPB41L3  AFDN  MAP7"
0.0162995140304808,5,199,7.37050637804407,"GO:0099504 synaptic vesicle cycle "," http://amigo.geneontology.org/amigo/term/GO:0099504"," RIMS2  AP3B2  AP3B1  AP2M1  BTBD8"
0.0167829432271674,5,201,7.29716800612323,"GO:0051650 establishment of vesicle localization "," http://amigo.geneontology.org/amigo/term/GO:0051650"," AP3B2  AP3B1  EXOC1  DCTN1  KIF3B"
0.0175958712675231,3,50,17.6007692307692,"GO:0008089 anterograde axonal transport "," http://amigo.geneontology.org/amigo/term/GO:0008089"," AP3B2  AP3B1  KIF3B"
0.0178876297463245,11,1025,3.14810506566604,"GO:0044087 regulation of cellular component biogenesis "," http://amigo.geneontology.org/amigo/term/GO:0044087"," MACF1  ADD3  SYNPO2  NCKAP1  SLK  DCTN1  CYFIP2  RAPGEF2  PIP4K2A  LIMS1  BHLHB9"
0.0184455344598691,9,715,3.69246906939215,"GO:0051668 localization within membrane "," http://amigo.geneontology.org/amigo/term/GO:0051668"," EXOC1  MACF1  AP3B1  RAPGEF2  AP2M1  EPB41L3  AFDN  MAP7  PARD3"
0.0186363805306335,6,316,5.56986368062317,"GO:0043547 positive regulation of GTPase activity "," http://amigo.geneontology.org/amigo/term/GO:0043547"," DOCK9  RAPGEF2  ZC3H15  RAB11FIP2  AFDN  LIMS1"
0.021398911025201,4,124,9.46277915632754,"GO:0045446 endothelial cell differentiation "," http://amigo.geneontology.org/amigo/term/GO:0045446"," TJP2  CCM2  RAPGEF2  AFDN"
0.0220744427032832,5,218,6.72812279463656,"GO:0051648 vesicle localization "," http://amigo.geneontology.org/amigo/term/GO:0051648"," AP3B2  AP3B1  EXOC1  DCTN1  KIF3B"
0.0223327929183855,4,128,9.16706730769231,"GO:0010811 positive regulation of cell-substrate adhesion "," http://amigo.geneontology.org/amigo/term/GO:0010811"," LIMS1  VTN  ILK  DOCK1"
0.0223327929183855,16,1992,2.35619400679642,"GO:0040011 locomotion "," http://amigo.geneontology.org/amigo/term/GO:0040011"," NCKAP1  DOCK1  SRGAP3  SRGAP1  VTN  MACF1  AIMP1  SYNPO2  SLK  DNAJA1  ILK  CDC42BPB  AFDN  CDC42BPA  MYO18A  RAPGEF2"
0.0223327929183855,3,57,15.4392712550607,"GO:0061028 establishment of endothelial barrier "," http://amigo.geneontology.org/amigo/term/GO:0061028"," TJP2  RAPGEF2  AFDN"
0.0223327929183855,5,221,6.63679081099895,"GO:1901888 regulation of cell junction assembly "," http://amigo.geneontology.org/amigo/term/GO:1901888"," MACF1  SLK  RAPGEF2  LIMS1  BHLHB9"
0.0223327929183855,3,57,15.4392712550607,"GO:1901985 positive regulation of protein acetylation "," http://amigo.geneontology.org/amigo/term/GO:1901985"," DEK  DIP2B  TAOK1"
0.0230709165563596,9,753,3.50612932883849,"GO:0000904 cell morphogenesis involved in differentiation "," http://amigo.geneontology.org/amigo/term/GO:0000904"," ILK  LIMS1  RAPGEF2  MACF1  DIP2B  ABI1  DOCK1  BHLHB9  PARD3"
0.0230709165563596,4,130,9.02603550295858,"GO:0007229 integrin-mediated signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007229"," ILK  LIMS1  CCM2  DOCK1"
0.0238450894105727,4,132,8.88927738927739,"GO:0031623 receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0031623"," AP2B1  AP2S1  AP2M1  AP2A1"
0.0270533802695085,3,62,14.1941687344913,"GO:1900024 regulation of substrate adhesion-dependent cell spreading "," http://amigo.geneontology.org/amigo/term/GO:1900024"," LIMS1  ILK  DOCK1"
0.028013784038705,8,626,3.74883263701155,"GO:0072657 protein localization to membrane "," http://amigo.geneontology.org/amigo/term/GO:0072657"," MACF1  AP3B1  RAPGEF2  AP2M1  EPB41L3  AFDN  MAP7  PARD3"
0.0281317694020431,9,784,3.36749411302983,"GO:0006412 translation "," http://amigo.geneontology.org/amigo/term/GO:0006412"," ZC3H15  GTPBP1  HBS1L  SECISBP2L  LARP1  MARS1  AIMP2  LRRC47  AIMP1"
0.0281317694020431,6,356,4.94403630077787,"GO:0016050 vesicle organization "," http://amigo.geneontology.org/amigo/term/GO:0016050"," AP1B1  AP3B2  AP3B1  PIP4K2A  AP2M1  MYO18A"
0.0281317694020431,3,65,13.5390532544379,"GO:0033059 cellular pigmentation "," http://amigo.geneontology.org/amigo/term/GO:0033059"," AP1B1  AP3B1  DCTN1"
0.0281317694020431,11,1118,2.8862322829228,"GO:0051130 positive regulation of cellular component organization "," http://amigo.geneontology.org/amigo/term/GO:0051130"," SYNPO2  NCKAP1  VTN  MACF1  DCTN1  MIB1  AP2M1  PIP4K2A  LIMS1  RAPGEF2  BHLHB9"
0.0281317694020431,3,65,13.5390532544379,"GO:0051893 regulation of focal adhesion assembly "," http://amigo.geneontology.org/amigo/term/GO:0051893"," MACF1  SLK  LIMS1"
0.0281317694020431,3,65,13.5390532544379,"GO:0090109 regulation of cell-substrate junction assembly "," http://amigo.geneontology.org/amigo/term/GO:0090109"," MACF1  SLK  LIMS1"
0.0281317694020431,6,357,4.93018745959922,"GO:1990778 protein localization to cell periphery "," http://amigo.geneontology.org/amigo/term/GO:1990778"," MACF1  RAPGEF2  AP2M1  EPB41L3  AFDN  MAP7"
0.0303496739241919,3,67,13.1349024110218,"GO:0098930 axonal transport "," http://amigo.geneontology.org/amigo/term/GO:0098930"," AP3B2  AP3B1  KIF3B"
0.0322329551769504,4,149,7.87506453278265,"GO:0003158 endothelium development "," http://amigo.geneontology.org/amigo/term/GO:0003158"," TJP2  CCM2  RAPGEF2  AFDN"
0.0322329551769504,3,69,12.7541806020067,"GO:0006414 translational elongation "," http://amigo.geneontology.org/amigo/term/GO:0006414"," GTPBP1  SECISBP2L  HBS1L"
0.0322329551769504,10,975,3.00867850098619,"GO:0022603 regulation of anatomical structure morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0022603"," LIMS1  CCM2  RAPGEF2  MACF1  RIMS2  DIP2B  ILK  DOCK1  EPB41L3  BHLHB9"
0.0322913277823702,5,254,5.77453058752271,"GO:0007160 cell-matrix adhesion "," http://amigo.geneontology.org/amigo/term/GO:0007160"," VTN  MACF1  ILK  SLK  LIMS1"
0.0322913277823702,9,814,3.24338499338499,"GO:0043043 peptide biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0043043"," ZC3H15  GTPBP1  HBS1L  SECISBP2L  LARP1  MARS1  AIMP2  LRRC47  AIMP1"
0.0322913277823702,3,70,12.571978021978,"GO:0150116 regulation of cell-substrate junction organization "," http://amigo.geneontology.org/amigo/term/GO:0150116"," MACF1  SLK  LIMS1"
0.0328385485470689,3,71,12.3949079089924,"GO:0048488 synaptic vesicle endocytosis "," http://amigo.geneontology.org/amigo/term/GO:0048488"," AP3B2  AP2M1  BTBD8"
0.0328385485470689,3,71,12.3949079089924,"GO:0140238 presynaptic endocytosis "," http://amigo.geneontology.org/amigo/term/GO:0140238"," AP3B2  AP2M1  BTBD8"
0.0337117382274057,4,154,7.61938061938062,"GO:0030010 establishment of cell polarity "," http://amigo.geneontology.org/amigo/term/GO:0030010"," PARD3  DCTN1  RAB11FIP2  MYO18A"
0.0343910159296656,6,383,4.59550110463949,"GO:0032535 regulation of cellular component size "," http://amigo.geneontology.org/amigo/term/GO:0032535"," ADD3  MACF1  CYFIP2  DIP2B  AP2M1  NCKAP1"
0.0347466801344663,6,385,4.57162837162837,"GO:0031589 cell-substrate adhesion "," http://amigo.geneontology.org/amigo/term/GO:0031589"," VTN  MACF1  ILK  LIMS1  SLK  DOCK1"
0.0347466801344663,2,20,29.3346153846154,"GO:0048490 anterograde synaptic vesicle transport "," http://amigo.geneontology.org/amigo/term/GO:0048490"," AP3B2  AP3B1"
0.0347466801344663,2,20,29.3346153846154,"GO:0099514 synaptic vesicle cytoskeletal transport "," http://amigo.geneontology.org/amigo/term/GO:0099514"," AP3B2  AP3B1"
0.0347466801344663,2,20,29.3346153846154,"GO:0099517 synaptic vesicle transport along microtubule "," http://amigo.geneontology.org/amigo/term/GO:0099517"," AP3B2  AP3B1"
0.0347466801344663,3,74,11.8924116424116,"GO:0099518 vesicle cytoskeletal trafficking "," http://amigo.geneontology.org/amigo/term/GO:0099518"," AP3B2  AP3B1  KIF3B"
0.0361400841790699,7,530,3.87438316400581,"GO:0060284 regulation of cell development "," http://amigo.geneontology.org/amigo/term/GO:0060284"," LIMS1  RAPGEF2  MACF1  DIP2B  ILK  DOCK1  BHLHB9"
0.0365289207181868,2,21,27.9377289377289,"GO:0032011 ARF protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0032011"," PSD  PSD3"
0.0365289207181868,2,21,27.9377289377289,"GO:0032012 regulation of ARF protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0032012"," PSD  PSD3"
0.0365289207181868,2,21,27.9377289377289,"GO:0046931 pore complex assembly "," http://amigo.geneontology.org/amigo/term/GO:0046931"," NUP98  AFDN"
0.0365289207181868,2,21,27.9377289377289,"GO:1903232 melanosome assembly "," http://amigo.geneontology.org/amigo/term/GO:1903232"," AP1B1  AP3B1"
0.0406961722015651,7,546,3.76084812623274,"GO:0007264 small GTPase mediated signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0007264"," RAPGEF2  NCKAP1  PSD  DOCK9  DOCK1  PSD3  SRGAP3"
0.041695598092606,3,81,10.8646723646724,"GO:0008088 axo-dendritic transport "," http://amigo.geneontology.org/amigo/term/GO:0008088"," AP3B2  AP3B1  KIF3B"
0.0418102567063833,6,410,4.29287054409006,"GO:0043087 regulation of GTPase activity "," http://amigo.geneontology.org/amigo/term/GO:0043087"," DOCK9  RAPGEF2  ZC3H15  RAB11FIP2  AFDN  LIMS1"
0.0418102567063833,9,869,3.0381074621581,"GO:0061024 membrane organization "," http://amigo.geneontology.org/amigo/term/GO:0061024"," EXOC1  AP3B2  AP3B1  PIP4K2A  AP2M1  MYO18A  DCTN1  EPB41L3  DOCK1"
0.0418102567063833,6,410,4.29287054409006,"GO:1902903 regulation of supramolecular fiber organization "," http://amigo.geneontology.org/amigo/term/GO:1902903"," ADD3  SYNPO2  NCKAP1  DCTN1  CYFIP2  TAOK1"
0.0489792656848612,2,25,23.4676923076923,"GO:0060155 platelet dense granule organization "," http://amigo.geneontology.org/amigo/term/GO:0060155"," AP1B1  AP3B1"
0.0495398370547544,5,295,4.97196870925684,"GO:0043543 protein acylation "," http://amigo.geneontology.org/amigo/term/GO:0043543"," NAA10  NMT2  DEK  DIP2B  TAOK1"
0.0495398370547544,3,88,10.0004370629371,"GO:0048041 focal adhesion assembly "," http://amigo.geneontology.org/amigo/term/GO:0048041"," MACF1  SLK  LIMS1"
0.0495398370547544,4,180,6.51880341880342,"GO:1990138 neuron projection extension "," http://amigo.geneontology.org/amigo/term/GO:1990138"," MACF1  RIMS2  CYFIP2  DIP2B"
0.0556636108563719,3,92,9.56563545150502,"GO:0072384 organelle transport along microtubule "," http://amigo.geneontology.org/amigo/term/GO:0072384"," AP3B2  AP3B1  KIF3B"
0.0570831858955769,11,1280,2.52094350961538,"GO:0043085 positive regulation of catalytic activity "," http://amigo.geneontology.org/amigo/term/GO:0043085"," CYFIP2  DOCK9  AIMP2  RAPGEF2  ZC3H15  RAB11FIP2  AGAP2  ABI1  TAOK1  AFDN  LIMS1"
0.0581332673932078,3,94,9.36211129296236,"GO:1901983 regulation of protein acetylation "," http://amigo.geneontology.org/amigo/term/GO:1901983"," DEK  DIP2B  TAOK1"
0.0603553497338415,5,312,4.70106015779093,"GO:0051258 protein polymerization "," http://amigo.geneontology.org/amigo/term/GO:0051258"," ADD3  DCTN1  CYFIP2  VTN  NCKAP1"
0.0613595386547373,2,29,20.2307692307692,"GO:0035855 megakaryocyte development "," http://amigo.geneontology.org/amigo/term/GO:0035855"," ABI1  PIP4K2A"
0.0626246989583693,5,316,4.64155306718598,"GO:0010720 positive regulation of cell development "," http://amigo.geneontology.org/amigo/term/GO:0010720"," LIMS1  MACF1  ILK  DOCK1  BHLHB9"
