"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
0.159832691679096,4,715,4.57162837162837,"GO:0051668 localization within membrane "," http://amigo.geneontology.org/amigo/term/GO:0051668"," ARHGAP44  ARL5A  NACA  ARFGEF2"
0.159832691679096,1,9,90.797619047619,"GO:0060013 righting reflex "," http://amigo.geneontology.org/amigo/term/GO:0060013"," USP46"
0.159832691679096,2,152,10.7523496240601,"GO:0062013 positive regulation of small molecule metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0062013"," RPTOR  ADCYAP1R1"
0.159832691679096,1,7,116.739795918367,"GO:0070535 histone H2A K63-linked ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:0070535"," TRIP12"
0.159832691679096,3,346,7.08536333608588,"GO:0071214 cellular response to abiotic stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071214"," CUL4A  RPTOR  LETM1"
0.159832691679096,1,12,68.0982142857143,"GO:0071233 cellular response to leucine "," http://amigo.geneontology.org/amigo/term/GO:0071233"," RPTOR"
0.159832691679096,1,11,74.288961038961,"GO:0071472 cellular response to salt stress "," http://amigo.geneontology.org/amigo/term/GO:0071472"," LETM1"
0.159832691679096,1,6,136.196428571429,"GO:0071475 cellular hyperosmotic salinity response "," http://amigo.geneontology.org/amigo/term/GO:0071475"," LETM1"
0.159832691679096,2,152,10.7523496240601,"GO:0098876 vesicle-mediated transport to the plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0098876"," ARHGAP44  ARFGEF2"
0.159832691679096,1,8,102.147321428571,"GO:0098880 maintenance of postsynaptic specialization structure "," http://amigo.geneontology.org/amigo/term/GO:0098880"," OPHN1"
0.159832691679096,1,10,81.7178571428571,"GO:0098887 neurotransmitter receptor transport endosome to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:0098887"," ARHGAP44"
0.159832691679096,1,12,68.0982142857143,"GO:0099010 modification of postsynaptic structure "," http://amigo.geneontology.org/amigo/term/GO:0099010"," ARHGAP44"
0.159832691679096,1,10,81.7178571428571,"GO:0099639 neurotransmitter receptor transport endosome to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0099639"," ARHGAP44"
0.159832691679096,3,346,7.08536333608588,"GO:0104004 cellular response to environmental stimulus "," http://amigo.geneontology.org/amigo/term/GO:0104004"," CUL4A  RPTOR  LETM1"
0.159832691679096,1,11,74.288961038961,"GO:0106049 regulation of cellular response to osmotic stress "," http://amigo.geneontology.org/amigo/term/GO:0106049"," LETM1"
0.159832691679096,1,9,90.797619047619,"GO:1900045 negative regulation of protein K63-linked ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:1900045"," TRIP12"
0.159832691679096,2,134,12.1966950959488,"GO:1901989 positive regulation of cell cycle phase transition "," http://amigo.geneontology.org/amigo/term/GO:1901989"," CUL4A  RPTOR"
0.159832691679096,1,9,90.797619047619,"GO:1902031 regulation of NADP metabolic process "," http://amigo.geneontology.org/amigo/term/GO:1902031"," RPTOR"
0.159832691679096,1,12,68.0982142857143,"GO:1902915 negative regulation of protein polyubiquitination "," http://amigo.geneontology.org/amigo/term/GO:1902915"," TRIP12"
0.159832691679096,1,7,116.739795918367,"GO:2000138 positive regulation of cell proliferation involved in heart morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:2000138"," NACA"
0.162069274271364,2,155,10.5442396313364,"GO:0010675 regulation of cellular carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0010675"," RPTOR  ADCYAP1R1"
0.162069274271364,1,13,62.8598901098901,"GO:0035721 intraciliary retrograde transport "," http://amigo.geneontology.org/amigo/term/GO:0035721"," IFT140"
0.162069274271364,1,13,62.8598901098901,"GO:0042538 hyperosmotic salinity response "," http://amigo.geneontology.org/amigo/term/GO:0042538"," LETM1"
0.162069274271364,1,13,62.8598901098901,"GO:0048742 regulation of skeletal muscle fiber development "," http://amigo.geneontology.org/amigo/term/GO:0048742"," NACA"
0.162069274271364,1,13,62.8598901098901,"GO:0099149 regulation of postsynaptic neurotransmitter receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0099149"," OPHN1"
0.163021837819245,3,439,5.58436381386267,"GO:0006644 phospholipid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006644"," OCRL  INPPL1  GPX4"
0.163021837819245,1,14,58.3698979591837,"GO:0021681 cerebellar granular layer development "," http://amigo.geneontology.org/amigo/term/GO:0021681"," OPHN1"
0.163021837819245,1,14,58.3698979591837,"GO:0035845 photoreceptor cell outer segment organization "," http://amigo.geneontology.org/amigo/term/GO:0035845"," IFT140"
0.163021837819245,1,14,58.3698979591837,"GO:0043471 regulation of cellular carbohydrate catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043471"," RPTOR"
0.163021837819245,1,14,58.3698979591837,"GO:0047484 regulation of response to osmotic stress "," http://amigo.geneontology.org/amigo/term/GO:0047484"," LETM1"
0.163021837819245,1,14,58.3698979591837,"GO:0060732 positive regulation of inositol phosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0060732"," ADCYAP1R1"
0.163021837819245,1,14,58.3698979591837,"GO:0071474 cellular hyperosmotic response "," http://amigo.geneontology.org/amigo/term/GO:0071474"," LETM1"
0.164268614403357,5,1263,3.23506956226671,"GO:0044265 cellular macromolecule catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0044265"," OPHN1  PSMA1  CUL4A  TRIP12  USP46"
0.168693298650735,1,16,51.0736607142857,"GO:0010919 regulation of inositol phosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0010919"," ADCYAP1R1"
0.168693298650735,4,857,3.81413568928155,"GO:0030029 actin filament-based process "," http://amigo.geneontology.org/amigo/term/GO:0030029"," ARHGAP44  OPHN1  SORBS2  INPPL1"
0.168693298650735,1,16,51.0736607142857,"GO:0030852 regulation of granulocyte differentiation "," http://amigo.geneontology.org/amigo/term/GO:0030852"," CUL4A"
0.168693298650735,1,16,51.0736607142857,"GO:0043201 response to leucine "," http://amigo.geneontology.org/amigo/term/GO:0043201"," RPTOR"
0.168693298650735,1,16,51.0736607142857,"GO:0043950 positive regulation of cAMP-mediated signaling "," http://amigo.geneontology.org/amigo/term/GO:0043950"," ADCYAP1R1"
0.168693298650735,2,175,9.33918367346939,"GO:0046488 phosphatidylinositol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046488"," OCRL  INPPL1"
0.168693298650735,1,16,51.0736607142857,"GO:0098969 neurotransmitter receptor transport to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:0098969"," ARHGAP44"
0.168693298650735,2,176,9.28612012987013,"GO:0099173 postsynapse organization "," http://amigo.geneontology.org/amigo/term/GO:0099173"," ARHGAP44  OPHN1"
0.168693298650735,1,15,54.4785714285714,"GO:0099638 endosome to plasma membrane protein transport "," http://amigo.geneontology.org/amigo/term/GO:0099638"," ARHGAP44"
0.168693298650735,1,16,51.0736607142857,"GO:1990403 embryonic brain development "," http://amigo.geneontology.org/amigo/term/GO:1990403"," IFT140"
0.168693298650735,2,174,9.39285714285714,"GO:2000045 regulation of G1/S transition of mitotic cell cycle "," http://amigo.geneontology.org/amigo/term/GO:2000045"," CUL4A  RPTOR"
0.170514610244998,1,17,48.0693277310924,"GO:0045198 establishment of epithelial cell apical/basal polarity "," http://amigo.geneontology.org/amigo/term/GO:0045198"," OPHN1"
0.170514610244998,1,17,48.0693277310924,"GO:0046855 inositol phosphate dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0046855"," OCRL"
0.170514610244998,1,17,48.0693277310924,"GO:0098877 neurotransmitter receptor transport to plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0098877"," ARHGAP44"
0.170514610244998,1,17,48.0693277310924,"GO:1900044 regulation of protein K63-linked ubiquitination "," http://amigo.geneontology.org/amigo/term/GO:1900044"," TRIP12"
0.170514610244998,1,17,48.0693277310924,"GO:1903540 establishment of protein localization to postsynaptic membrane "," http://amigo.geneontology.org/amigo/term/GO:1903540"," ARHGAP44"
0.171784368178536,1,20,40.8589285714286,"GO:0002098 tRNA wobble uridine modification "," http://amigo.geneontology.org/amigo/term/GO:0002098"," ELP6"
0.171784368178536,1,22,37.1444805194805,"GO:0003298 physiological muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0003298"," SORBS2"
0.171784368178536,1,22,37.1444805194805,"GO:0003301 physiological cardiac muscle hypertrophy "," http://amigo.geneontology.org/amigo/term/GO:0003301"," SORBS2"
0.171784368178536,1,19,43.0093984962406,"GO:0006098 pentose-phosphate shunt "," http://amigo.geneontology.org/amigo/term/GO:0006098"," RPTOR"
0.171784368178536,2,186,8.78686635944701,"GO:0006109 regulation of carbohydrate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006109"," RPTOR  ADCYAP1R1"
0.171784368178536,1,22,37.1444805194805,"GO:0006740 NADPH regeneration "," http://amigo.geneontology.org/amigo/term/GO:0006740"," RPTOR"
0.171784368178536,1,22,37.1444805194805,"GO:0006851 mitochondrial calcium ion transmembrane transport "," http://amigo.geneontology.org/amigo/term/GO:0006851"," LETM1"
0.171784368178536,2,196,8.33855685131195,"GO:0007219 Notch signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007219"," SORBS2  MIB2"
0.171784368178536,2,199,8.21284996410625,"GO:0019827 stem cell population maintenance "," http://amigo.geneontology.org/amigo/term/GO:0019827"," RAF1  CUL4A"
0.171784368178536,1,21,38.9132653061224,"GO:0032011 ARF protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0032011"," ARFGEF2"
0.171784368178536,1,21,38.9132653061224,"GO:0032012 regulation of ARF protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0032012"," ARFGEF2"
0.171784368178536,1,22,37.1444805194805,"GO:0035089 establishment of apical/basal cell polarity "," http://amigo.geneontology.org/amigo/term/GO:0035089"," OPHN1"
0.171784368178536,1,21,38.9132653061224,"GO:0036092 phosphatidylinositol-3-phosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0036092"," OCRL"
0.171784368178536,1,19,43.0093984962406,"GO:0042407 cristae formation "," http://amigo.geneontology.org/amigo/term/GO:0042407"," LETM1"
0.171784368178536,3,496,4.94261232718894,"GO:0043161 proteasome-mediated ubiquitin-dependent protein catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043161"," CUL4A  TRIP12  PSMA1"
0.171784368178536,1,21,38.9132653061224,"GO:0045821 positive regulation of glycolytic process "," http://amigo.geneontology.org/amigo/term/GO:0045821"," RPTOR"
0.171784368178536,1,19,43.0093984962406,"GO:0045945 positive regulation of transcription by RNA polymerase III "," http://amigo.geneontology.org/amigo/term/GO:0045945"," RPTOR"
0.171784368178536,1,18,45.3988095238095,"GO:0046838 phosphorylated carbohydrate dephosphorylation "," http://amigo.geneontology.org/amigo/term/GO:0046838"," OCRL"
0.171784368178536,2,192,8.51227678571429,"GO:0055001 muscle cell development "," http://amigo.geneontology.org/amigo/term/GO:0055001"," SORBS2  NACA"
0.171784368178536,1,21,38.9132653061224,"GO:0060004 reflex "," http://amigo.geneontology.org/amigo/term/GO:0060004"," USP46"
0.171784368178536,2,189,8.64739229024943,"GO:0060402 calcium ion transport into cytosol "," http://amigo.geneontology.org/amigo/term/GO:0060402"," LETM1  ADCYAP1R1"
0.171784368178536,2,208,7.85748626373626,"GO:0060491 regulation of cell projection assembly "," http://amigo.geneontology.org/amigo/term/GO:0060491"," ARHGAP44  IFT140"
0.171784368178536,1,22,37.1444805194805,"GO:0061049 cell growth involved in cardiac muscle cell development "," http://amigo.geneontology.org/amigo/term/GO:0061049"," SORBS2"
0.171784368178536,1,20,40.8589285714286,"GO:0061323 cell proliferation involved in heart morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:0061323"," NACA"
0.171784368178536,1,19,43.0093984962406,"GO:0071545 inositol phosphate catabolic process "," http://amigo.geneontology.org/amigo/term/GO:0071545"," OCRL"
0.171784368178536,1,19,43.0093984962406,"GO:0090084 negative regulation of inclusion body assembly "," http://amigo.geneontology.org/amigo/term/GO:0090084"," SACS"
0.171784368178536,2,203,8.05102040816326,"GO:0098727 maintenance of cell number "," http://amigo.geneontology.org/amigo/term/GO:0098727"," RAF1  CUL4A"
0.171784368178536,1,20,40.8589285714286,"GO:0098884 postsynaptic neurotransmitter receptor internalization "," http://amigo.geneontology.org/amigo/term/GO:0098884"," OPHN1"
0.171784368178536,1,20,40.8589285714286,"GO:0099563 modification of synaptic structure "," http://amigo.geneontology.org/amigo/term/GO:0099563"," ARHGAP44"
0.171784368178536,2,206,7.93377253814147,"GO:0120032 regulation of plasma membrane bounded cell projection assembly "," http://amigo.geneontology.org/amigo/term/GO:0120032"," ARHGAP44  IFT140"
0.171784368178536,1,20,40.8589285714286,"GO:0140239 postsynaptic endocytosis "," http://amigo.geneontology.org/amigo/term/GO:0140239"," OPHN1"
0.171784368178536,1,19,43.0093984962406,"GO:1902683 regulation of receptor localization to synapse "," http://amigo.geneontology.org/amigo/term/GO:1902683"," ARHGAP44"
0.171784368178536,2,208,7.85748626373626,"GO:1902806 regulation of cell cycle G1/S phase transition "," http://amigo.geneontology.org/amigo/term/GO:1902806"," CUL4A  RPTOR"
0.171784368178536,1,19,43.0093984962406,"GO:2000136 regulation of cell proliferation involved in heart morphogenesis "," http://amigo.geneontology.org/amigo/term/GO:2000136"," NACA"
0.171784368178536,1,19,43.0093984962406,"GO:2001135 regulation of endocytic recycling "," http://amigo.geneontology.org/amigo/term/GO:2001135"," ARHGAP44"
0.174880514669729,1,23,35.5295031055901,"GO:0002097 tRNA wobble base modification "," http://amigo.geneontology.org/amigo/term/GO:0002097"," ELP6"
0.174880514669729,1,23,35.5295031055901,"GO:0034244 negative regulation of transcription elongation from RNA polymerase II promoter "," http://amigo.geneontology.org/amigo/term/GO:0034244"," TCERG1"
0.174880514669729,1,23,35.5295031055901,"GO:0035020 regulation of Rac protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0035020"," ARHGAP44"
0.174880514669729,2,211,7.74576844955992,"GO:0060401 cytosolic calcium ion transport "," http://amigo.geneontology.org/amigo/term/GO:0060401"," LETM1  ADCYAP1R1"
0.176844859175374,2,219,7.46281800391389,"GO:0006282 regulation of DNA repair "," http://amigo.geneontology.org/amigo/term/GO:0006282"," TRIP12  CUL4A"
0.176844859175374,6,1964,2.49647221414024,"GO:0006508 proteolysis "," http://amigo.geneontology.org/amigo/term/GO:0006508"," OPHN1  USP46  PSMA1  CUL4A  TRIP12  RAF1"
0.176844859175374,1,25,32.6871428571429,"GO:0021533 cell differentiation in hindbrain "," http://amigo.geneontology.org/amigo/term/GO:0021533"," OPHN1"
