"Enrichment FDR","nGenes","Pathway Genes","Fold Enrichment","Pathway","URL","Genes"
3.68099610811142e-06,20,1172,4.33845278725825,"GO:1901698 response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901698"," GNAO1  GNAS  GNA11  RAP1A  GNAL  RAB8A  VPS35  ERLIN1  ERLIN2  SLC27A4  PDE2A  RHOA  TMEM38A  DNAJC10  OSBPL8  GNAZ  ADCY5  PRKCQ  LRP1  GNAI1"
5.87640251421912e-06,15,654,5.83103975535168,"GO:0071417 cellular response to organonitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:0071417"," GNAO1  GNAS  GNA11  RAP1A  GNAL  RAB8A  VPS35  SLC27A4  PDE2A  TMEM38A  OSBPL8  GNAZ  ADCY5  PRKCQ  LRP1"
8.00095365256363e-06,24,1782,3.42401795735129,"GO:0034613 cellular protein localization "," http://amigo.geneontology.org/amigo/term/GO:0034613"," SEC61A1  VPS35  SCFD1  RAB18  KDELR3  RAB14  NAPB  RAB6B  RAB8A  RAP1A  EMC1  CYP46A1  OSBPL8  CNTNAP1  RAB35  RHOB  LRP1  RALA  TFRC  ACSL3  GNAI1  RHOG  RAB11B  YIF1B"
8.00095365256363e-06,7,89,19.9958801498127,"GO:1903350 response to dopamine "," http://amigo.geneontology.org/amigo/term/GO:1903350"," GNAO1  GNAS  GNA11  GNAL  VPS35  GNAZ  ADCY5"
8.00095365256363e-06,7,88,20.2231060606061,"GO:1903351 cellular response to dopamine "," http://amigo.geneontology.org/amigo/term/GO:1903351"," GNAO1  GNAS  GNA11  GNAL  VPS35  GNAZ  ADCY5"
8.32731279577323e-06,24,1791,3.40681183696259,"GO:0070727 cellular macromolecule localization "," http://amigo.geneontology.org/amigo/term/GO:0070727"," SEC61A1  VPS35  SCFD1  RAB18  KDELR3  RAB14  NAPB  RAB6B  RAB8A  RAP1A  EMC1  CYP46A1  OSBPL8  CNTNAP1  RAB35  RHOB  LRP1  RALA  TFRC  ACSL3  GNAI1  RHOG  RAB11B  YIF1B"
9.0718932389745e-06,12,414,7.36908212560386,"GO:0006631 fatty acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006631"," HACD3  TECR  FAAH  ACSL3  ECHS1  SLC27A2  ACSL6  SLC27A4  FADS1  ERLIN1  ERLIN2  ABHD12"
9.0718932389745e-06,11,333,8.3980980980981,"GO:0048193 Golgi vesicle transport "," http://amigo.geneontology.org/amigo/term/GO:0048193"," ATP9A  SCFD1  KDELR3  RAB14  EXOC4  RAB6B  RAB8A  YIF1B  PGAP1  ACSL3  RAB2A"
1.31364231650374e-05,14,615,5.78742547425474,"GO:0003013 circulatory system process "," http://amigo.geneontology.org/amigo/term/GO:0003013"," ATP2A2  RHOA  TMEM38A  GNA11  SOD2  FAAH  ATP1A1  GAA  SLC27A4  PDE2A  LRP1  TFRC  SLC2A13  CYB5R3"
1.58370021080532e-05,8,152,13.380701754386,"GO:0098876 vesicle-mediated transport to the plasma membrane "," http://amigo.geneontology.org/amigo/term/GO:0098876"," RAB35  EXOC4  RAB8A  VPS35  RAB14  RAB11B  ATP9A  ACSL3"
1.64234475620155e-05,15,734,5.19550408719346,"GO:1901699 cellular response to nitrogen compound "," http://amigo.geneontology.org/amigo/term/GO:1901699"," GNAO1  GNAS  GNA11  RAP1A  GNAL  RAB8A  VPS35  SLC27A4  PDE2A  TMEM38A  OSBPL8  GNAZ  ADCY5  PRKCQ  LRP1"
1.67467102267526e-05,18,1083,4.22548476454294,"GO:0019637 organophosphate metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019637"," DPM1  ABHD12  CDIPT  ACSL3  PIGT  PI4K2A  ACSL6  ADCY5  PDE2A  PGAP1  PI4KA  CDS2  MBOAT2  RHOA  AGPAT3  OSBPL8  TECR  FADS1"
1.67467102267526e-05,7,105,16.9488888888889,"GO:0071868 cellular response to monoamine stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071868"," GNAO1  GNAS  GNA11  GNAL  VPS35  GNAZ  ADCY5"
1.67467102267526e-05,7,105,16.9488888888889,"GO:0071870 cellular response to catecholamine stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071870"," GNAO1  GNAS  GNA11  GNAL  VPS35  GNAZ  ADCY5"
1.89197068125836e-05,7,108,16.4780864197531,"GO:0071867 response to monoamine "," http://amigo.geneontology.org/amigo/term/GO:0071867"," GNAO1  GNAS  GNA11  GNAL  VPS35  GNAZ  ADCY5"
1.89197068125836e-05,7,108,16.4780864197531,"GO:0071869 response to catecholamine "," http://amigo.geneontology.org/amigo/term/GO:0071869"," GNAO1  GNAS  GNA11  GNAL  VPS35  GNAZ  ADCY5"
1.960229235559e-05,5,35,36.3190476190476,"GO:0000038 very long-chain fatty acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0000038"," HACD3  TECR  SLC27A2  ACSL6  SLC27A4"
2.63497453148203e-05,7,115,15.4750724637681,"GO:0001676 long-chain fatty acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0001676"," ACSL3  SLC27A2  FADS1  ACSL6  SLC27A4  ABHD12  FAAH"
2.63497453148203e-05,14,671,5.30442126179831,"GO:0090407 organophosphate biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0090407"," DPM1  CDIPT  PIGT  PI4K2A  ACSL6  ADCY5  PI4KA  CDS2  MBOAT2  AGPAT3  ACSL3  TECR  FADS1  PGAP1"
2.95048396671925e-05,19,1272,3.79751048218029,"GO:1901701 cellular response to oxygen-containing compound "," http://amigo.geneontology.org/amigo/term/GO:1901701"," GNAO1  GNAS  GNA11  RAP1A  GNAL  RAB8A  RHOA  VPS35  RHOB  SLC27A4  ADCY5  PDE2A  OSBPL8  SOD2  GNAZ  RAB11B  PRKCQ  LRP1  GNAI1"
3.63728067646203e-05,9,245,9.33918367346939,"GO:0046474 glycerophospholipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046474"," DPM1  CDIPT  PIGT  PI4K2A  PI4KA  CDS2  AGPAT3  ACSL3  PGAP1"
3.63728067646203e-05,22,1709,3.27275209674273,"GO:0046907 intracellular transport "," http://amigo.geneontology.org/amigo/term/GO:0046907"," SEC61A1  VPS35  SCFD1  RAB18  KDELR3  RAB35  RAB14  NAPB  ARL8B  ARL8A  RAB6B  YIF1B  PGAP1  ATP2A2  RHOB  SLC25A14  RAB8A  RAB11B  ATP9A  LRP1  GNAS  RAB2A"
5.60230790972217e-05,6,82,18.6024390243902,"GO:0032456 endocytic recycling "," http://amigo.geneontology.org/amigo/term/GO:0032456"," RAB35  VPS35  RAB14  RAB8A  RAB11B  ATP9A"
5.60230790972217e-05,13,618,5.34795037756203,"GO:0071407 cellular response to organic cyclic compound "," http://amigo.geneontology.org/amigo/term/GO:0071407"," GNAO1  GNAS  GNA11  RAP1A  GNAL  VPS35  ATP1A1  ADCY5  PDE2A  RHOA  TMEM38A  GNAZ  GNAI1"
6.52391765156988e-05,13,628,5.26279193205945,"GO:0032787 monocarboxylic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0032787"," HACD3  TECR  FAAH  ACSL3  ECHS1  SLC27A2  ACSL6  SLC27A4  FADS1  ERLIN1  ERLIN2  CYP46A1  ABHD12"
0.000112721839259959,9,285,8.02842105263158,"GO:0045017 glycerolipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0045017"," DPM1  CDIPT  PIGT  PI4K2A  PI4KA  CDS2  AGPAT3  ACSL3  PGAP1"
0.000112857229923466,19,1409,3.42827064111663,"GO:0071495 cellular response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0071495"," GNAO1  GNAS  GNA11  RAP1A  GNAL  RAB8A  VPS35  ATP1A1  SLC27A4  PDE2A  RHOA  TMEM38A  OSBPL8  RAB35  RAB14  GNAZ  ADCY5  PRKCQ  LRP1"
0.000172889972433856,10,388,6.55240549828179,"GO:0006887 exocytosis "," http://amigo.geneontology.org/amigo/term/GO:0006887"," RALA  RAP1A  NAPB  EXOC4  RAB8A  EXOC3  RAB11B  ATP2A2  ATP9A  ARL8B"
0.000182327559308343,21,1752,3.04731735159817,"GO:1901700 response to oxygen-containing compound "," http://amigo.geneontology.org/amigo/term/GO:1901700"," GNAO1  GNAS  GNA11  RAP1A  GNAL  RAB8A  RHOA  VPS35  RHOB  ATP1A1  SLC27A4  ADCY5  PDE2A  TFRC  OSBPL8  SOD2  GNAZ  RAB11B  PRKCQ  LRP1  GNAI1"
0.000297924615006497,20,1660,3.06305220883534,"GO:0009719 response to endogenous stimulus "," http://amigo.geneontology.org/amigo/term/GO:0009719"," GNAO1  GNAS  GNA11  RAP1A  GNAL  RAB8A  VPS35  ATP1A1  SLC27A4  PDE2A  RHOA  TMEM38A  OSBPL8  RAB35  RAB14  GNAZ  ADCY5  PRKCQ  LRP1  GNAI1"
0.000301756315163676,12,620,4.92064516129032,"GO:0010256 endomembrane system organization "," http://amigo.geneontology.org/amigo/term/GO:0010256"," TMEM33  PI4K2A  SEC61A1  EMC1  TMEM38A  ATP2A2  RAB18  RAB2A  ARL8B  RAB6B  RAB8A  CLCN3"
0.000363496932752661,3,10,76.27,"GO:0007191 adenylate cyclase-activating dopamine receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007191"," GNAS  GNAL  ADCY5"
0.000400069052117319,8,257,7.91387808041505,"GO:0007188 adenylate cyclase-modulating G protein-coupled receptor signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0007188"," GNAO1  GNAS  GNA11  GNAI1  GNAZ  GNAL  ADCY5  PDE2A"
0.000400069052117319,8,257,7.91387808041505,"GO:0016197 endosomal transport "," http://amigo.geneontology.org/amigo/term/GO:0016197"," VPS35  RAB35  RAB6B  RAB14  ARL8B  RAB8A  RAB11B  ATP9A"
0.000554951041391728,7,193,9.22089810017271,"GO:0006694 steroid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006694"," SLC27A2  DHCR7  ERLIN1  ERLIN2  CYB5R3  ATP1A1  CYP46A1"
0.000624211949753252,14,915,3.88990892531876,"GO:0140352 export from cell "," http://amigo.geneontology.org/amigo/term/GO:0140352"," RALA  RAP1A  NAPB  EXOC4  ATP1A1  RAB8A  EXOC3  RAB11B  VPS35  ATP2A2  ATP9A  ARL8B  ADCY5  GNAS"
0.000631075853171516,8,276,7.36908212560386,"GO:0003018 vascular process in circulatory system "," http://amigo.geneontology.org/amigo/term/GO:0003018"," RHOA  SOD2  FAAH  SLC27A4  PDE2A  LRP1  TFRC  SLC2A13"
0.000999585110828689,14,958,3.71530967292971,"GO:0014070 response to organic cyclic compound "," http://amigo.geneontology.org/amigo/term/GO:0014070"," GNAO1  GNAS  GNA11  RAP1A  GNAL  VPS35  ATP1A1  ADCY5  PDE2A  RHOA  TMEM38A  SOD2  GNAZ  GNAI1"
0.00106635515288992,6,145,10.52,"GO:0006661 phosphatidylinositol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006661"," DPM1  CDIPT  PIGT  PI4K2A  PI4KA  PGAP1"
0.0011479147321305,7,220,8.08924242424242,"GO:0072330 monocarboxylic acid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0072330"," HACD3  TECR  SLC27A2  FADS1  ERLIN1  ERLIN2  CYP46A1"
0.0011479147321305,7,220,8.08924242424242,"GO:0099003 vesicle-mediated transport in synapse "," http://amigo.geneontology.org/amigo/term/GO:0099003"," RAP1A  NAPB  DNM3  VPS35  CLCN3  RAB8A  ATP2A2"
0.00119936210346684,5,90,14.1240740740741,"GO:0000281 mitotic cytokinesis "," http://amigo.geneontology.org/amigo/term/GO:0000281"," EXOC4  EXOC3  RHOA  RAB35  RHOB"
0.00119936210346684,13,852,3.87914710485133,"GO:0060341 regulation of cellular localization "," http://amigo.geneontology.org/amigo/term/GO:0060341"," RAP1A  TMEM38A  SCFD1  RAB11B  LRP1  ATP9A  VPS35  TFRC  ACSL3  GNAI1  ADCY5  RHOG  PGAP1"
0.00123554650931747,13,857,3.85651497471801,"GO:0032940 secretion by cell "," http://amigo.geneontology.org/amigo/term/GO:0032940"," RALA  RAP1A  NAPB  EXOC4  RAB8A  EXOC3  RAB11B  VPS35  ATP2A2  ATP9A  ARL8B  ADCY5  GNAS"
0.00126922837878508,7,226,7.87448377581121,"GO:0006643 membrane lipid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006643"," DPM1  HACD3  PIGT  SCCPDH  PGAP1  TECR  CSNK1G2"
0.00135344463139584,14,1001,3.55571095571096,"GO:0046903 secretion "," http://amigo.geneontology.org/amigo/term/GO:0046903"," RALA  RAP1A  NAPB  EXOC4  RAB8A  EXOC3  RAB11B  VPS35  ATP2A2  ATP9A  ACSL3  ARL8B  ADCY5  GNAS"
0.00135344463139584,13,869,3.80326045262754,"GO:0061024 membrane organization "," http://amigo.geneontology.org/amigo/term/GO:0061024"," ATP9A  TMEM33  RAB8A  RHOG  EXOC4  EXOC3  SEC61A1  RHOA  EMC1  OSBPL8  CLCN3  ATP2A2  ARL8B"
0.00135344463139584,11,626,4.46735889243876,"GO:0072657 protein localization to membrane "," http://amigo.geneontology.org/amigo/term/GO:0072657"," SEC61A1  RAB8A  VPS35  RAP1A  EMC1  CYP46A1  LRP1  ACSL3  RHOG  RAB11B  YIF1B"
0.00139916190782427,6,157,9.71592356687898,"GO:0046467 membrane lipid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0046467"," DPM1  HACD3  PIGT  SCCPDH  CSNK1G2  PGAP1"
0.0014422185753051,3,17,44.8647058823529,"GO:0044539 long-chain fatty acid import into cell "," http://amigo.geneontology.org/amigo/term/GO:0044539"," SLC27A2  SLC27A4  ACSL3"
0.00156505405041818,10,527,4.82416192283365,"GO:0008015 blood circulation "," http://amigo.geneontology.org/amigo/term/GO:0008015"," ATP2A2  RHOA  TMEM38A  GNA11  SOD2  FAAH  ATP1A1  GAA  PDE2A  CYB5R3"
0.00157567302757846,4,50,20.3386666666667,"GO:0006984 ER-nucleus signaling pathway "," http://amigo.geneontology.org/amigo/term/GO:0006984"," ERLIN1  ERLIN2  TMEM33  ATP2A2"
0.00157567302757846,3,18,42.3722222222222,"GO:0045540 regulation of cholesterol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0045540"," ERLIN1  ERLIN2  DHCR7"
0.00157567302757846,6,162,9.41604938271605,"GO:0050905 neuromuscular process "," http://amigo.geneontology.org/amigo/term/GO:0050905"," VPS35  CNTNAP1  ITPR1  RAC3  GAA  ADCY5"
0.00157567302757846,3,18,42.3722222222222,"GO:0106118 regulation of sterol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0106118"," ERLIN1  ERLIN2  DHCR7"
0.00157567302757846,3,18,42.3722222222222,"GO:0140354 lipid import into cell "," http://amigo.geneontology.org/amigo/term/GO:0140354"," SLC27A2  SLC27A4  ACSL3"
0.00171409997204211,20,1936,2.62637741046832,"GO:0044281 small molecule metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0044281"," DPM1  CYP46A1  HACD3  TECR  FAAH  ACSL3  ECHS1  SLC27A2  ACSL6  SLC27A4  DHCR7  ADCY5  PDE2A  GAA  ERLIN1  ERLIN2  FADS1  RHOA  CYB5R3  ABHD12"
0.00176355276047438,5,103,12.3414239482201,"GO:0007029 endoplasmic reticulum organization "," http://amigo.geneontology.org/amigo/term/GO:0007029"," TMEM33  SEC61A1  EMC1  TMEM38A  RAB18"
0.00176355276047438,3,19,40.1421052631579,"GO:0035338 long-chain fatty-acyl-CoA biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0035338"," ACSL6  TECR  ACSL3"
0.00176355276047438,7,246,7.23428184281843,"GO:1901617 organic hydroxy compound biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1901617"," SLC27A2  DHCR7  ERLIN1  ERLIN2  VPS35  CYB5R3  CYP46A1"
0.00182052606627596,10,546,4.65628815628816,"GO:0007264 small GTPase mediated signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0007264"," RALA  RAP1A  KRAS  RHOG  RHOA  HACD3  RAB35  RHOB  RAC3  RAB18"
0.00189353484570831,4,54,18.8320987654321,"GO:0006695 cholesterol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0006695"," DHCR7  ERLIN1  ERLIN2  CYB5R3"
0.00189353484570831,4,54,18.8320987654321,"GO:1902653 secondary alcohol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:1902653"," DHCR7  ERLIN1  ERLIN2  CYB5R3"
0.00200949364021994,4,55,18.489696969697,"GO:0050885 neuromuscular process controlling balance "," http://amigo.geneontology.org/amigo/term/GO:0050885"," CNTNAP1  RAC3  GAA  ADCY5"
0.00203629428923124,6,175,8.71657142857143,"GO:0046488 phosphatidylinositol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046488"," DPM1  CDIPT  PIGT  PI4K2A  PGAP1  PI4KA"
0.00241469775255565,4,58,17.5333333333333,"GO:0006890 retrograde vesicle-mediated transport Golgi to endoplasmic reticulum "," http://amigo.geneontology.org/amigo/term/GO:0006890"," ATP9A  RAB6B  KDELR3  SCFD1"
0.00287192488406878,4,61,16.6710382513661,"GO:0016126 sterol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0016126"," DHCR7  ERLIN1  ERLIN2  CYB5R3"
0.00287192488406878,3,23,33.1608695652174,"GO:0046341 CDP-diacylglycerol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0046341"," CDS2  CDIPT  AGPAT3"
0.00299097359893902,5,118,10.7725988700565,"GO:0061640 cytoskeleton-dependent cytokinesis "," http://amigo.geneontology.org/amigo/term/GO:0061640"," EXOC4  EXOC3  RHOA  RAB35  RHOB"
0.00312252029501922,10,591,4.30174844895657,"GO:0060627 regulation of vesicle-mediated transport "," http://amigo.geneontology.org/amigo/term/GO:0060627"," RALA  RAP1A  RAB8A  SCFD1  ATP2A2  RAB11B  LRP1  ATP9A  ACSL3  PGAP1"
0.00315598003492909,3,24,31.7791666666667,"GO:0010894 negative regulation of steroid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0010894"," ATP1A1  ERLIN1  ERLIN2"
0.00329735120943295,13,983,3.36219057307562,"GO:0019752 carboxylic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0019752"," HACD3  TECR  FAAH  ACSL3  ECHS1  SLC27A2  ACSL6  SLC27A4  FADS1  ERLIN1  ERLIN2  CYP46A1  ABHD12"
0.00329735120943295,4,64,15.8895833333333,"GO:0051932 synaptic transmission GABAergic "," http://amigo.geneontology.org/amigo/term/GO:0051932"," GABRA1  CLCN3  KRAS  RAC3"
0.003521178924282,8,381,5.33823272090989,"GO:0007265 Ras protein signal transduction "," http://amigo.geneontology.org/amigo/term/GO:0007265"," RALA  RAP1A  KRAS  RHOG  RHOA  HACD3  RAB35  RHOB"
0.00380464324322868,3,26,29.3346153846154,"GO:0035336 long-chain fatty-acyl-CoA metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0035336"," ACSL3  ACSL6  TECR"
0.00380464324322868,4,67,15.1781094527363,"GO:0099072 regulation of postsynaptic membrane neurotransmitter receptor levels "," http://amigo.geneontology.org/amigo/term/GO:0099072"," RAB8A  RAP1A  VPS35  DNM3"
0.00389971790584244,2,5,101.693333333333,"GO:0045541 negative regulation of cholesterol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0045541"," ERLIN1  ERLIN2"
0.00389971790584244,2,5,101.693333333333,"GO:0090206 negative regulation of cholesterol metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0090206"," ERLIN1  ERLIN2"
0.00389971790584244,2,5,101.693333333333,"GO:0106119 negative regulation of sterol biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0106119"," ERLIN1  ERLIN2"
0.00394810456983949,13,1009,3.27555335315494,"GO:0043436 oxoacid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0043436"," HACD3  TECR  FAAH  ACSL3  ECHS1  SLC27A2  ACSL6  SLC27A4  FADS1  ERLIN1  ERLIN2  CYP46A1  ABHD12"
0.00398420627794821,3,27,28.2481481481481,"GO:0002026 regulation of the force of heart contraction "," http://amigo.geneontology.org/amigo/term/GO:0002026"," ATP1A1  GAA  ATP2A2"
0.00398420627794821,3,27,28.2481481481481,"GO:0045939 negative regulation of steroid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0045939"," ATP1A1  ERLIN1  ERLIN2"
0.00398420627794821,7,294,6.0531746031746,"GO:0090150 establishment of protein localization to membrane "," http://amigo.geneontology.org/amigo/term/GO:0090150"," SEC61A1  RAB8A  VPS35  EMC1  ACSL3  RAB11B  YIF1B"
0.00404893185350569,18,1777,2.57523916713562,"GO:0007267 cell-cell signaling "," http://amigo.geneontology.org/amigo/term/GO:0007267"," GABRA1  RAP1A  NAPB  EXOC4  CSNK1G2  CYP46A1  VPS35  CLCN3  KRAS  RAB8A  RAC3  ATP2A2  RAB11B  ADCY5  GNA11  LRP1  RHOA  FADS1"
0.00405817437833704,4,70,14.527619047619,"GO:0030865 cortical cytoskeleton organization "," http://amigo.geneontology.org/amigo/term/GO:0030865"," RHOA  RHOB  RAC3  RHOG"
0.00424231444150738,6,209,7.29856459330144,"GO:0007626 locomotory behavior "," http://amigo.geneontology.org/amigo/term/GO:0007626"," VPS35  ABHD12  CLCN3  SOD2  GAA  ADCY5"
0.00424231444150738,3,28,27.2392857142857,"GO:0045056 transcytosis "," http://amigo.geneontology.org/amigo/term/GO:0045056"," LRP1  VPS35  RAB11B"
0.00436645006779923,13,1028,3.21501297016861,"GO:0006082 organic acid metabolic process "," http://amigo.geneontology.org/amigo/term/GO:0006082"," HACD3  TECR  FAAH  ACSL3  ECHS1  SLC27A2  ACSL6  SLC27A4  FADS1  ERLIN1  ERLIN2  CYP46A1  ABHD12"
0.0043675501554571,5,134,9.4863184079602,"GO:1904375 regulation of protein localization to cell periphery "," http://amigo.geneontology.org/amigo/term/GO:1904375"," RAP1A  LRP1  ACSL3  GNAI1  RHOG"
0.00439267273347482,12,892,3.42017937219731,"GO:0032880 regulation of protein localization "," http://amigo.geneontology.org/amigo/term/GO:0032880"," RAP1A  RAB14  VPS35  RAB8A  LRP1  TFRC  SCFD1  ACSL3  GNAI1  ADCY5  RHOG  RAB11B"
0.00474174917943197,4,74,13.7423423423423,"GO:1904377 positive regulation of protein localization to cell periphery "," http://amigo.geneontology.org/amigo/term/GO:1904377"," LRP1  ACSL3  GNAI1  RHOG"
0.00511221244005504,2,6,84.7444444444445,"GO:0016255 attachment of GPI anchor to protein "," http://amigo.geneontology.org/amigo/term/GO:0016255"," PIGT  PGAP1"
0.00515645341920246,4,76,13.380701754386,"GO:0050810 regulation of steroid biosynthetic process "," http://amigo.geneontology.org/amigo/term/GO:0050810"," ERLIN1  ERLIN2  ATP1A1  DHCR7"
